#  file: mlo_SF6_Day.dat
#  date: 2023-04-13
#
#  Sulfur hexaflouride (SF6) data from hourly in situ samples analyzed on a gas chromatograph located
#  at Mauna Loa (MLO), Hawaii (19.539 N, 155.578 W, elevation: 3397 m).
#
#  Atmospheric measurements from the NOAA/GML Chromatograph for Atmospheric Trace
#  Species (CATS) program.  This GC replaces the RITS GCs operated during the
#  period of 1986 through 2000. This work was funded in part by the Atmospheric Chemistry Project of
#  NOAA's Climate and Global Change Program.
#
#  Data use policy see https://gml.noaa.gov/hats/hats_datause.html
#
#  Citation:
#  G.S. Dutton and B.D. Hall (2023),
#     Global Atmospheric Sulfur hexaflouride Dry Air Mole Fractions from the
#     NOAA GML Halocarbons in situ Network, 1998-2023, Version: 2023-04-13,
#     https://doi.org/10.7289/V5X0659V
#
#  For contact information see https://gml.noaa.gov/about/stafflist.html
#
#  Calibration scale used:  WMO X2014
#  More information about the calibration scale can be found at: https://gml.noaa.gov/ccl/
#
#  See (http://www.esrl.noaa.gov/gmd/obop/) for station statistics and personnel.
#
#  The CATS GCs sample air once an hour.  Daily median data are provided in parts-per-trillion, ppt.
#  Abbreviations used:
#  yr=year, mon=month, m=monthly data; gc=type of sample--in situ GC data, sd=standard deviation of samples,
#  n=number of samples, brw=Pt. Barrow, Alaska, sum=Summit, Greenland, nwr= Niwot Ridge, Colorado
#  mlo=Mauna Loa, Hawaii, smo = American Samoa, spo=South Pole, Antarctica
#  NAN=not a number or no data, and space(s) is the delimiter.
#
#  The standard deviation (unc) reported is the estimate of insturmental precision.
#  The standard deviation (sd) reported is the estimate of atmospheric variability.
#
#  year, month, day, daily median SF6 in ppt, std. dev.
#
SF6catsMLOyr SF6catsMLOmon SF6catsMLOday SF6catsMLOm SF6catsMLOmsd SF6catsMLOn
1998      11       28      nan      nan      0
1998      11       29      nan      nan      0
1998      11       30      nan      nan      0
1998      12        1      nan      nan      0
1998      12        2      nan      nan      0
1998      12        3      nan      nan      0
1998      12        4      nan      nan      0
1998      12        5      nan      nan      0
1998      12        6      nan      nan      0
1998      12        7      nan      nan      0
1998      12        8      nan      nan      0
1998      12        9      nan      nan      0
1998      12       10      nan      nan      0
1998      12       11      nan      nan      0
1998      12       12      nan      nan      0
1998      12       13      nan      nan      0
1998      12       14      nan      nan      0
1998      12       15      nan      nan      0
1998      12       16      nan      nan      0
1998      12       17      nan      nan      0
1998      12       18      nan      nan      0
1998      12       19      nan      nan      0
1998      12       20      nan      nan      0
1998      12       21      nan      nan      0
1998      12       22      nan      nan      0
1998      12       23      nan      nan      0
1998      12       24      nan      nan      0
1998      12       25      nan      nan      0
1998      12       26      nan      nan      0
1998      12       27      nan      nan      0
1998      12       28      nan      nan      0
1998      12       29      nan      nan      0
1998      12       30      nan      nan      0
1998      12       31      nan      nan      0
1999       1        1      nan      nan      0
1999       1        2      nan      nan      0
1999       1        3      nan      nan      0
1999       1        4      nan      nan      0
1999       1        5      nan      nan      0
1999       1        6      nan      nan      0
1999       1        7      nan      nan      0
1999       1        8      nan      nan      0
1999       1        9      nan      nan      0
1999       1       10      nan      nan      0
1999       1       11      nan      nan      0
1999       1       12      nan      nan      0
1999       1       13      nan      nan      0
1999       1       14      nan      nan      0
1999       1       15      nan      nan      0
1999       1       16      nan      nan      0
1999       1       17      nan      nan      0
1999       1       18      nan      nan      0
1999       1       19      nan      nan      0
1999       1       20      nan      nan      0
1999       1       21      nan      nan      0
1999       1       22      nan      nan      0
1999       1       23      nan      nan      0
1999       1       24      nan      nan      0
1999       1       25      nan      nan      0
1999       1       26      nan      nan      0
1999       1       27      nan      nan      0
1999       1       28      nan      nan      0
1999       1       29      nan      nan      0
1999       1       30      nan      nan      0
1999       1       31      nan      nan      0
1999       2        1      nan      nan      0
1999       2        2      nan      nan      0
1999       2        3      nan      nan      0
1999       2        4      nan      nan      0
1999       2        5      nan      nan      0
1999       2        6      nan      nan      0
1999       2        7      nan      nan      0
1999       2        8      nan      nan      0
1999       2        9      nan      nan      0
1999       2       10      nan      nan      0
1999       2       11      nan      nan      0
1999       2       12      nan      nan      0
