# header_lines : 149
#
# ------------------------------------------------------------->>>>
# DATA SET NAME
#
# dataset_name: ch4_mlo_surface-insitu_1_ccgg_DailyData
#
# ------------------------------------------------------------->>>>
# DESCRIPTION
#
# dataset_description: Atmospheric Methane Dry Air Mole Fractions from quasi-continuous measurements at Mauna Loa, Hawaii.
#
# ------------------------------------------------------------->>>>
# CITATION
#
# dataset_citation: Lan, X., Dlugokencky, E.J., A.M. Crotwell, K.W. Thoning, and J.W. Mund (2022), Atmospheric methane from quasi-continuous measurements at Barrow, Alaska and Mauna Loa, Hawaii, 1986-2021, Version: 2022-03, https://doi.org/10.15138/ve0c-be70
#
# ------------------------------------------------------------->>>>
# FAIR USE POLICY
#
# dataset_fair_use: These data are made freely available to the public and the scientific community in the belief that their wide dissemination will lead to greater understanding and new scientific insights. The availability of these data does not constitute publication of the data.  NOAA relies on the ethics and integrity of the user to ensure that GML receives fair credit for their work.  If the data are obtained for potential use in a publication or presentation, GML should be informed at the outset of the nature of this work. If the GML data are essential to the work, or if an important result or conclusion depends on the GML data, co-authorship may be appropriate.  This should be discussed at an early stage in the work.  Manuscripts using the GML data should be sent to GML for review before they are submitted for publication so we can ensure that the quality and limitations of the data are accurately represented.
#
# ------------------------------------------------------------->>>>
# WARNING
#
# dataset_warning: Every effort is made to produce the most accurate and precise measurements possible.  However, we reserve the right to make corrections to the data based on recalibration of standard gases or for other reasons deemed scientifically justified.  We are not responsible for results and conclusions based on use of these data without regard to this warning.
#
# ------------------------------------------------------------->>>>
# GLOBAL ATTRIBUTES
#
# site_code : MLO
# site_name : Mauna Loa, Hawaii
# site_country : United States
# site_country_flag : http://www.esrl.noaa.gov/gmd/webdata/ccgg/ObsPack/images/flags/UNST0001.GIF
# site_latitude : 19.5362
# site_longitude : -155.5763
# site_elevation : 3397.0
# site_elevation_unit : masl
# site_position_comment : This is the nominal location of the site. The sampling location at many sites has changed over time, and we report here the most recent nominal location. The actual sampling location for each observation is not necessarily the site location. The sampling locations for each observation are reported in the latitude, longitude, and altitude variables.
# site_utc2lst : -10.0
# site_utc2lst_comment : Add 'site_utc2lst' hours to convert a time stamp in UTC (Coordinated Universal Time) to LST (Local Standard Time).
# site_url : https://gml.noaa.gov/obop/mlo/
# dataset_creation_date : 2022-03-15T17:19:43.946656
# dataset_num : 5
# dataset_name : ch4_mlo_surface-insitu_1_ccgg_DailyData
# dataset_parameter : ch4
# dataset_project : surface-insitu
# dataset_platform : fixed
# dataset_selection : Daily values derived from hourly data representative of baseline conditions
# dataset_selection_tag : DailyData
# dataset_calibration_scale : WMO CH4 X2004A
# dataset_start_date : 1987-01-01T00:00:00Z
# dataset_stop_date : 2021-12-31T00:00:00Z
# dataset_data_frequency : 1
# dataset_data_frequency_unit : day
# dataset_reciprocity : Use of these data implies an agreement to reciprocate. Laboratories making similar measurements agree to make their own data available to the general public and to the scientific community in an equally complete and easily accessible form. Modelers are encouraged to make available to the community, upon request, their own tools used in the interpretation of the GML data, namely well documented model code, transport fields, and additional information necessary for other scientists to repeat the work and to run modified versions. Model availability includes collaborative support for new users of the models.
# dataset_usage_description : Please cite the product's citation when using data from this dataset. Relevant literature references for this dataset are listed below for convenience.
# dataset_reference_total_listed : 1
# dataset_reference_1_name : Dlugokencky, E. J., L. P. Steele, P. M. Lang and K. A. Masarie, (1995), Atmospheric methane at Mauna Loa and Barrow observatories: Presentation and analysis of in situ measurements, Journal of Geophysical Research-Atmospheres, 100, d11, 23103-23113, doi:10.1029/95JD0246.
# dataset_contribution : These data are provided by NOAA. Principal investigators include Xin Lan (NOAA) AND Ed Dlugokencky (NOAA).
# lab_total_listed : 1
# lab_1_number : 1
# lab_1_abbr : NOAA
# lab_1_name : NOAA Global Monitoring Laboratory
# lab_1_address1 : 325 Broadway
# lab_1_address2 : NOAA R/GML-1
# lab_1_address3 : Boulder, CO 80305-3328
# lab_1_country : United States
# lab_1_url : https://gml.noaa.gov/ccgg/
# lab_1_parameter : Lab has contributed measurements for: ch4
# lab_1_country_flag : http://www.esrl.noaa.gov/gmd/webdata/ccgg/ObsPack/images/flags/UNST0001.GIF
# lab_1_logo : http://www.esrl.noaa.gov/gmd/webdata/ccgg/ObsPack/images/logos/noaa_medium.png
# lab_1_ongoing_atmospheric_air_comparison : T
# lab_1_comparison_activity : Ongoing comparison with co-located measurements including NOAA surface flask data and independent measurement laboratories.
# provider_total_listed : 2
# provider_1_name : Xin Lan
# provider_1_address1 : NOAA GML
# provider_1_address2 : 325 Broadway R/GML-1
# provider_1_address3 : Boulder, CO 80305-3328
# provider_1_country : United States
# provider_1_affiliation : National Oceanic and Atmospheric Administration
# provider_1_email : Xin.Lan@noaa.gov
# provider_1_tel : 303-497-3615
# provider_1_parameter : Provider has contributed measurements for: ch4
# provider_2_name : Ed Dlugokencky
# provider_2_address1 : NOAA GML
# provider_2_address2 : 325 Broadway R/GML-1
# provider_2_address3 : Boulder, CO 80305-3328
# provider_2_country : United States
# provider_2_affiliation : National Oceanic and Atmospheric Administration
# provider_2_email : ed.dlugokencky@noaa.gov
# provider_2_tel : 303-497-6228
# provider_2_parameter : Provider has contributed measurements for: ch4
# ------------------------------------------------------------->>>>
# VARIABLE ATTRIBUTES
#
# site_code:long_name : site_name_abbreviation.
# site_code:comment : Site code is an abbreviation for the sampling site name.
# time_components:_FillValue : -9
# time_components:long_name : integer_components_of_UTC_date/time
# time_components:order : year, month, day, hour, minute, second
# time_components:comment : Calendar time components as integers.  Times and dates are UTC. Time-averaged values are reported at the beginning of the averaging interval.
# time_decimal:_FillValue : -999.999
# time_decimal:long_name : sample_decimal_year_in_UTC
# time_decimal:comment : decimal year in UTC. Time-averaged values are reported at the beginning of the averaging interval.
# value:_FillValue : -999.999
# value:long_name : measured_mole_fraction_of_trace_gas_in_dry_air
# value:units : nanomol mol-1
# value:comment : Mole fraction reported in units of nanomol mol-1 (10-9 mol per mol of dry air); abbreviated as ppb (parts per billion).
# value_std_dev:_FillValue : -99.99
# value_std_dev:long_name : standard_deviation_in_reported_value
# value_std_dev:units : nanomol mol-1
# value_std_dev:comment : This is the standard deviation of the reported mean value when nvalue is greater than 1. See provider_comment if available.
# nvalue:_FillValue : -9
# nvalue:long_name : number_of_measurements_contributing_to_reported_value
# nvalue:comment : Number of individual measurements used to compute reported value. See provider_comment if available.
# latitude:_FillValue : -999.999
# latitude:standard_name : latitude
# latitude:long_name : sample_latitude_in_decimal_degrees
# latitude:units : degrees_north
# latitude:comment : Latitude at which air sample was collected.
# longitude:_FillValue : -999.999
# longitude:standard_name : longitude
# longitude:long_name : sample_longitude_in_decimal_degrees
# longitude:units : degrees_east
# longitude:comment : Longitude at which air sample was collected using a range of -180 degrees to +180 degrees.
# altitude:_FillValue : -999.999
# altitude:standard_name : altitude
# altitude:long_name : sample_altitude_in_meters_above_sea_level
# altitude:units : m
# altitude:comment : Altitude (in meters above sea level). See provider_comment if available.
# altitude:provider_comment : Altitude for this dataset is the sum of surface elevation (masl) and sample intake height (magl).
# elevation:_FillValue : -999.999
# elevation:standard_name : elevation
# elevation:long_name : surface_elevation_in_meters_above_sea_level
# elevation:units : m
# elevation:comment : Surface elevation in meters above sea level. See provider_comment if available.
# intake_height:_FillValue : -999.999
# intake_height:long_name : sample_intake_height_in_meters_above_ground_level
# intake_height:units : m
# intake_height:comment : Sample intake height in meters above ground level (magl). See provider_comment if available.
# qcflag:missing_value : NA
# qcflag:long_name : quality_control_flag
# qcflag:comment : This quality control flag is provided by the contributing PIs. See provider_comment if available.
# qcflag:provider_comment : This is the NOAA 3-character quality control flag.  Column 1 is the REJECTION flag. An alphanumeric other than a period (.) in the FIRST column indicates a sample with obvious problems during collection or analysis. This measurement should not be interpreted. Column 2 is the SELECTION flag. An alphanumeric other than a period (.) in the SECOND column indicates a sample that is likely valid but does not meet selection criteria determined by the goals of a particular investigation. Column 3 is the INFORMATION flag. An alphanumeric other than a period (.) in the THIRD column provides additional information about the collection or analysis of the sample.
#
# VARIABLE ORDER
#
site_code year month day hour minute second time_decimal value value_std_dev nvalue latitude longitude altitude elevation intake_height qcflag
MLO 1987 1 1 0 0 0 1987.0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 1 2 0 0 0 1987.0027397260274 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 1 3 0 0 0 1987.0054794520547 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 1 4 0 0 0 1987.0082191780823 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 1 5 0 0 0 1987.0109589041097 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 1 6 0 0 0 1987.013698630137 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 1 7 0 0 0 1987.0164383561644 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 1 8 0 0 0 1987.0191780821917 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 1 9 0 0 0 1987.021917808219 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 1 10 0 0 0 1987.0246575342467 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 1 11 0 0 0 1987.027397260274 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 1 12 0 0 0 1987.0301369863014 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 1 13 0 0 0 1987.0328767123287 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 1 14 0 0 0 1987.035616438356 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 1 15 0 0 0 1987.0383561643835 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 1 16 0 0 0 1987.041095890411 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 1 17 0 0 0 1987.0438356164384 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 1 18 0 0 0 1987.0465753424658 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 1 19 0 0 0 1987.0493150684931 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 1 20 0 0 0 1987.0520547945205 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 1 21 0 0 0 1987.054794520548 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 1 22 0 0 0 1987.0575342465754 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 1 23 0 0 0 1987.0602739726028 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 1 24 0 0 0 1987.0630136986301 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 1 25 0 0 0 1987.0657534246575 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 1 26 0 0 0 1987.0684931506848 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 1 27 0 0 0 1987.0712328767124 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 1 28 0 0 0 1987.0739726027398 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 1 29 0 0 0 1987.0767123287671 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 1 30 0 0 0 1987.0794520547945 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 1 31 0 0 0 1987.0821917808219 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 2 1 0 0 0 1987.0849315068492 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 2 2 0 0 0 1987.0876712328768 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 2 3 0 0 0 1987.0904109589042 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 2 4 0 0 0 1987.0931506849315 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 2 5 0 0 0 1987.0958904109589 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 2 6 0 0 0 1987.0986301369862 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 2 7 0 0 0 1987.1013698630136 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 2 8 0 0 0 1987.1041095890412 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 2 9 0 0 0 1987.1068493150685 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 2 10 0 0 0 1987.109589041096 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 2 11 0 0 0 1987.1123287671232 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 2 12 0 0 0 1987.1150684931506 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 2 13 0 0 0 1987.1178082191782 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 2 14 0 0 0 1987.1205479452055 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 2 15 0 0 0 1987.123287671233 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 2 16 0 0 0 1987.1260273972603 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 2 17 0 0 0 1987.1287671232876 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 2 18 0 0 0 1987.131506849315 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 2 19 0 0 0 1987.1342465753426 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 2 20 0 0 0 1987.13698630137 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 2 21 0 0 0 1987.1397260273973 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 2 22 0 0 0 1987.1424657534246 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 2 23 0 0 0 1987.145205479452 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 2 24 0 0 0 1987.1479452054793 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 2 25 0 0 0 1987.150684931507 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 2 26 0 0 0 1987.1534246575343 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 2 27 0 0 0 1987.1561643835616 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 2 28 0 0 0 1987.158904109589 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 3 1 0 0 0 1987.1616438356164 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 3 2 0 0 0 1987.164383561644 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 3 3 0 0 0 1987.1671232876713 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 3 4 0 0 0 1987.1698630136987 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1987 3 5 0 0 0 1987.172602739726 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
